trip_distance,rate_code,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,hour_of_day,trip_duration
7.17,1,2,23.0,0.0,0.5,0.0,0.0,0.3,23.8,261,161,19,1319.0
8.1,1,2,23.5,0.0,0.5,0.0,5.76,0.3,30.06,138,164,19,84760.0
10.4,1,2,29.5,0.0,0.5,0.0,0.0,0.3,30.3,138,79,20,2433.0
7.4,1,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,163,49,21,1832.0
0.07,1,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,68,68,23,1026.0
13.1,1,1,36.0,0.5,0.5,0.0,5.76,0.3,43.06,138,46,23,1181.0
10.21,1,1,31.5,0.5,0.5,2.0,0.0,0.3,34.8,246,243,2,1257.0
8.65,1,1,30.0,0.5,0.5,2.0,0.0,0.3,33.3,164,61,3,1422.0
9.6,1,1,27.0,0.0,0.5,2.2,0.0,0.3,30.0,138,205,8,1621.0
5.5,1,1,21.5,0.5,0.5,2.0,0.0,0.3,24.8,231,141,1,1179.0
9.09,1,1,25.5,0.0,0.5,5.0,5.76,0.3,37.06,170,138,8,2267.0
15.8,1,1,45.0,0.5,0.5,5.0,0.0,0.3,51.3,186,28,22,981.0
0.29,1,1,3.0,0.5,0.5,2.0,0.0,0.3,6.3,48,50,2,2135.0
7.37,1,1,24.0,0.5,0.5,2.0,0.0,0.3,27.3,230,198,5,2362.0
7.18,1,1,26.0,0.0,0.5,2.0,0.0,0.3,28.8,137,166,15,1924.0
8.7,1,1,30.0,0.5,0.5,1.0,0.0,0.3,32.3,48,33,2,3841.000000000001
7.63,1,1,26.0,0.5,0.5,1.0,0.0,0.3,28.3,114,43,3,1964.0
12.9,1,1,37.0,0.5,0.5,3.0,0.0,0.3,41.3,37,42,4,1981.0
5.9,1,1,25.0,0.5,0.5,3.0,0.0,0.3,29.3,144,188,4,3433.0
7.13,1,1,27.0,0.5,0.5,1.0,0.0,0.3,29.3,163,223,1,1627.0
5.79,1,1,21.5,0.5,0.5,2.2,0.0,0.3,25.0,232,143,1,2043.0
6.9,1,1,23.5,0.5,0.5,3.0,0.0,0.3,27.8,148,75,3,2796.0
5.14,1,1,21.5,0.0,0.5,1.7,0.0,0.3,24.0,261,161,18,1419.0
4.8,1,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,48,42,2,4674.0
8.18,1,1,24.5,0.5,0.5,2.0,0.0,0.3,27.8,238,59,3,2110.0
10.5,1,1,31.5,0.0,0.5,5.0,0.0,0.3,37.3,234,138,9,1658.0
11.4,1,1,33.0,0.5,0.5,2.0,0.0,0.3,36.3,231,41,1,2019.0
10.43,1,1,32.5,0.5,0.5,2.0,0.0,0.3,35.8,152,33,22,2739.0
3.28,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,13,13,1,1265.0
4.41,1,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,4,262,22,5163.0
6.3,1,1,26.0,0.5,0.5,5.0,0.0,0.3,32.3,239,79,1,144.0
12.97,1,1,37.0,0.0,0.5,5.0,0.0,0.3,42.8,132,157,15,3249.0
8.77,1,1,25.5,0.5,0.5,5.0,5.76,0.3,37.56,138,107,23,2525.0
6.54,1,1,23.0,0.0,0.5,2.0,0.0,0.3,25.8,48,87,18,1647.0
7.18,1,1,26.0,0.5,0.5,2.0,0.0,0.3,29.3,186,61,21,1578.0
6.91,1,1,29.0,0.5,0.5,3.0,0.0,0.3,33.3,87,142,0,3057.0
13.4,1,1,39.5,0.5,0.5,3.0,0.0,0.3,43.8,237,89,19,1893.0
7.5,1,1,25.0,0.0,0.5,5.0,0.0,0.3,30.8,186,25,11,3117.0
9.0,1,1,28.5,0.5,0.5,2.0,0.0,0.3,31.8,144,202,0,1277.0
8.7,1,1,27.0,0.5,0.5,2.0,5.76,0.3,36.06,186,95,2,1447.0
8.78,1,1,27.5,0.0,0.5,1.0,0.0,0.3,29.3,43,217,10,1755.0
5.69,1,1,22.0,0.5,0.5,1.0,0.0,0.3,24.3,163,249,4,1428.0
8.1,1,1,28.0,0.5,0.5,1.0,0.0,0.3,30.3,48,160,4,2620.0
4.4,1,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35,100,151,1,2924.0
4.8,1,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35,229,209,0,1924.0
4.79,1,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,107,75,3,1113.0
5.0,1,1,16.5,0.0,0.5,3.45,0.0,0.3,20.75,231,233,13,1196.0
4.24,1,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,161,13,16,1461.0
4.0,1,1,16.5,0.0,0.5,4.3,0.0,0.3,21.6,163,148,19,2107.0
9.6,5,1,60.0,0.0,0.0,5.0,0.0,0.3,65.3,132,132,11,8031.000000000001
8.8,1,1,27.0,0.0,0.5,5.0,5.76,0.3,38.56,138,236,11,4184.0
16.0,1,1,44.0,0.0,0.5,5.0,5.76,0.3,55.56,138,13,14,1792.0
9.7,1,1,30.0,0.5,0.5,5.0,5.76,0.3,42.06,138,161,19,1677.0
19.96,1,1,54.5,0.5,0.5,5.0,0.0,0.3,60.8,132,181,23,2248.0
9.18,1,1,28.5,0.5,0.5,3.0,0.0,0.3,32.8,148,152,4,2718.0
4.1,1,1,16.5,0.0,0.5,3.45,0.0,0.3,20.75,48,79,15,968.0
17.48,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,163,132,5,2094.0
16.8,2,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,132,202,9,1223.0
17.68,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,75,132,12,2161.0
17.44,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,107,14,1596.0
18.84,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,239,21,1365.0
20.3,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,132,141,22,1549.0
3.2,1,1,16.5,0.5,0.5,1.2,0.0,0.3,19.0,264,264,2,1979.0
4.7,1,1,16.5,0.5,0.5,2.0,0.0,0.3,19.8,68,41,22,2468.0
3.64,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,231,234,0,2381.0
4.1,1,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3,170,13,11,2743.0
15.6,1,1,42.5,0.5,0.5,3.0,0.0,0.3,46.8,132,255,5,1680.0
7.72,1,1,27.5,0.5,0.5,3.0,0.0,0.3,31.8,231,112,5,2146.0
6.5,1,1,22.0,0.0,0.5,3.0,0.0,0.3,25.8,186,7,18,2132.0
10.8,1,1,32.0,0.0,0.5,5.0,0.0,0.3,37.8,100,78,6,1570.0
11.7,1,1,36.5,0.0,0.5,5.0,5.76,0.3,48.06,138,50,14,1327.0
2.3,1,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35,158,50,3,2628.0
4.57,1,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,186,263,22,2399.0
10.2,1,1,29.5,0.0,0.5,5.0,0.0,0.3,35.3,132,61,8,1619.0
10.66,1,1,29.5,0.0,0.5,5.0,5.76,0.3,41.06,162,138,13,1571.0
9.7,1,1,27.5,0.5,0.5,5.0,5.76,0.3,39.56,138,140,22,3109.0
4.54,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,107,146,1,1260.0
5.14,1,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3,79,239,6,1579.0
16.5,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,233,132,6,2026.0
17.37,2,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,132,107,7,1494.0
22.6,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,162,10,2240.0
19.4,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,238,132,12,2419.0
16.75,2,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,107,132,14,1845.0
26.34,2,1,52.0,0.0,0.5,15.0,5.76,0.3,73.56,132,87,14,978.0
22.32,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,230,15,960.0
21.3,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,239,18,1168.0
16.61,2,1,52.0,0.0,0.5,7.0,5.76,0.3,65.56,233,132,18,2004.0
18.2,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,132,234,20,1267.0
19.93,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,141,22,1576.0
17.3,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,132,137,23,2226.0
2.97,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,229,48,0,2132.0
5.3,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,95,70,5,23.0
4.0,1,1,16.5,0.5,0.5,2.67,0.0,0.3,20.47,186,236,0,55.0
4.24,1,1,16.5,0.5,0.5,2.67,0.0,0.3,20.47,186,263,22,6.0
18.6,2,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,132,211,13,1550.0
18.4,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,163,132,13,2074.0
20.2,2,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,140,132,16,3606.0
20.3,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,264,264,16,1808.0
22.24,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,261,18,7458.000000000001
18.79,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,211,22,2188.0
19.54,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,158,23,2282.0
18.75,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,236,132,5,1515.0
20.4,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,238,132,6,1852.0
19.39,2,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,238,132,10,2575.0
15.3,2,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8,230,132,13,1576.0
18.9,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,262,15,2046.0
20.31,2,1,52.0,0.0,0.5,2.93,5.76,0.3,61.49,132,141,15,4044.000000000001
18.4,2,1,52.0,0.0,0.5,7.2,0.0,0.3,60.0,132,232,19,2593.0
21.07,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,87,21,1982.0
19.14,2,1,52.0,0.0,0.5,5.86,5.76,0.3,64.42,132,263,21,2162.0
20.92,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,239,21,2118.0
23.11,2,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,132,209,22,1742.0
18.19,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,230,132,7,1368.0
19.69,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,238,7,2129.0
18.39,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,48,132,13,96.0
18.61,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,42,17,1999.0
1.8,2,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,231,231,17,1434.0
17.12,2,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,132,246,19,2354.0
18.63,2,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,132,143,19,1429.0
17.62,2,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64,132,43,21,2115.0
18.67,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,4,22,2257.0
16.5,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,132,170,23,1833.0
4.87,1,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3,170,41,15,2401.0
4.32,1,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3,45,48,16,1876.0
4.7,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,239,79,23,1548.0
4.6,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,45,256,1,1670.0
4.4,1,2,16.5,0.5,0.5,0.0,5.76,0.3,23.56,68,112,2,1716.0
3.5,1,1,16.5,0.5,0.5,1.5,0.0,0.3,19.3,237,137,1,1300.0
17.3,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,107,132,3,1250.0
9.6,2,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,45,124,16,2409.0
0.38,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,132,16,1421.0
20.97,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,143,132,16,2272.0
18.87,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,41,18,2861.0
20.48,2,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,132,231,21,1945.0
19.91,2,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,132,262,5,2113.0
16.83,2,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,68,132,10,1399.0
17.98,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,79,13,1284.0
18.58,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,74,15,57.0
19.8,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,132,236,16,831.0
19.0,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,75,21,1194.0
17.78,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,100,10,2432.0
18.5,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,262,132,11,2213.0
21.99,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,132,244,12,1399.0
17.13,2,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,230,132,13,2159.0
18.92,2,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8,132,231,14,1308.0
18.0,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,211,132,17,1351.0
16.3,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,164,132,18,1251.0
16.3,2,1,52.0,0.0,0.5,7.01,0.0,0.3,59.81,219,211,20,1559.0
17.9,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,148,22,2059.0
18.2,2,1,52.0,0.0,0.5,8.78,5.76,0.3,67.34,132,42,22,1616.0
19.8,2,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,132,249,23,1357.0
18.06,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,132,79,23,3061.0
14.99,2,1,52.0,0.0,0.5,6.4,5.76,0.3,64.96,215,142,23,85388.0
20.4,2,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,125,132,9,1894.0
9.54,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,93,161,10,1489.0
18.2,2,1,52.0,0.0,0.5,12.32,5.76,0.3,70.88,132,90,10,1078.0
2.11,2,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,145,164,14,1392.0
17.3,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,170,17,2079.0
17.13,2,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,132,107,20,84991.0
5.5,1,1,26.5,0.5,0.5,4.17,0.0,0.3,31.97,211,239,0,1564.0
13.3,1,1,41.0,0.5,0.5,12.0,5.76,0.3,60.06,239,67,0,3145.0
8.26,1,1,30.5,0.5,0.5,3.3,0.0,0.3,35.1,107,36,1,3726.000000000001
7.63,1,1,29.5,0.5,0.5,5.5,0.0,0.3,36.3,48,17,2,3314.0
8.2,1,1,25.5,0.5,0.5,10.0,0.0,0.3,36.8,229,49,2,1750.0
8.32,1,1,28.5,0.5,0.5,7.45,0.0,0.3,37.25,152,231,2,1432.0
6.2,1,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,181,37,2,1441.0
8.84,1,1,32.0,0.5,0.5,6.66,0.0,0.3,39.96,238,36,2,2176.0
8.0,1,1,29.5,0.5,0.5,4.0,0.0,0.3,34.8,90,225,2,2071.0
8.93,1,1,31.0,0.5,0.5,6.46,0.0,0.3,38.76,229,61,2,2185.0
7.0,1,1,24.0,0.5,0.5,10.0,5.76,0.3,41.06,48,157,3,1893.0
11.11,1,1,32.5,0.5,0.5,8.45,0.0,0.3,42.25,249,243,4,3184.0
7.6,1,1,33.5,0.5,0.5,6.95,0.0,0.3,41.75,90,36,4,2757.0
26.53,1,1,69.5,0.5,0.5,20.58,11.52,0.3,102.9,132,118,5,1957.0
11.34,1,1,31.5,0.0,0.5,7.61,5.76,0.3,45.67,163,138,7,3394.0
13.7,1,1,39.0,0.0,0.5,9.11,5.76,0.3,54.67,79,93,8,2312.0
9.47,1,1,29.0,0.0,0.5,7.11,5.76,0.3,42.67,138,238,11,1643.0
8.7,1,1,28.5,0.0,0.5,5.85,0.0,0.3,35.15,48,181,11,2133.0
8.78,1,1,26.0,0.0,0.5,3.5,5.76,0.3,36.06,151,138,11,1807.0
11.0,1,1,31.5,0.0,0.5,7.61,5.76,0.3,45.67,138,243,12,1967.0
9.87,1,1,30.5,0.0,0.5,7.41,5.76,0.3,44.47,138,142,12,2244.0
13.7,1,1,41.0,0.0,0.5,8.35,0.0,0.3,50.15,132,181,13,1591.0
18.8,1,1,51.5,0.0,0.5,13.08,0.0,0.3,65.38,132,33,14,2087.0
8.6,1,1,25.0,0.0,0.5,6.3,5.76,0.3,37.86,138,107,14,2596.0
14.9,1,1,41.0,0.0,0.5,10.45,0.0,0.3,52.25,132,265,15,1250.0
14.84,3,1,66.5,0.0,0.0,17.06,18.5,0.3,102.36,144,1,15,1654.0
9.97,1,1,30.0,0.0,0.5,5.48,5.76,0.3,42.04,138,68,15,1494.0
8.2,1,1,29.0,0.5,0.5,8.0,5.76,0.3,44.06,264,181,0,2430.0
15.94,1,1,47.0,0.5,0.5,10.81,5.76,0.3,64.87,151,17,0,1343.0
0.1,5,1,17.3,0.0,0.0,3.5,0.0,0.3,21.1,234,113,1,1749.0
7.04,1,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,262,209,1,1257.0
9.74,1,1,34.5,0.5,0.5,7.16,0.0,0.3,42.96,233,188,1,2079.0
0.02,1,1,2.5,0.5,0.5,0.76,0.0,0.3,6.51,264,232,2,1949.0
6.5,1,1,23.0,0.5,0.5,5.7,0.0,0.3,30.0,90,41,2,1406.0
11.31,1,1,32.5,0.5,0.5,0.06,0.0,0.3,33.86,158,262,3,1926.0
7.8,1,1,24.0,0.5,0.5,7.55,0.0,0.3,32.85,229,40,3,1876.0
7.1,1,1,22.0,0.5,0.5,5.82,0.0,0.3,29.12,229,80,4,1760.0
20.16,5,1,116.16,0.0,0.5,20.0,12.5,0.3,149.46,132,265,2,1594.0
8.3,1,1,23.5,0.0,0.5,6.01,5.76,0.3,36.07,263,138,9,1579.0
8.2,1,1,24.5,0.0,0.5,5.06,0.0,0.3,30.36,138,80,10,1075.0
21.6,1,1,58.0,0.0,0.5,10.0,11.52,0.3,80.32,170,22,12,1800.0
7.71,1,1,23.0,0.0,0.5,5.91,5.76,0.3,35.47,138,42,13,1343.0
0.3,1,1,3.0,0.0,0.5,0.75,0.0,0.3,4.55,79,79,13,2103.0
8.46,1,1,25.5,0.0,0.5,5.5,0.0,0.3,31.8,238,87,14,1254.0
9.79,1,1,28.5,0.0,0.5,5.86,0.0,0.3,37.11,229,138,14,2063.0
6.2,1,1,23.5,0.0,0.5,4.85,0.0,0.3,29.15,186,189,15,1640.0
9.36,1,1,27.5,0.0,0.5,6.81,5.76,0.3,40.87,138,79,15,3290.0
8.94,5,1,55.0,0.0,0.5,11.16,0.0,0.3,66.96,93,17,15,2164.0
8.52,1,1,24.5,0.0,0.5,6.21,5.76,0.3,37.27,75,138,16,2466.0
10.5,1,1,31.5,0.0,0.5,9.5,5.76,0.3,47.56,138,142,16,2799.0
8.9,1,1,28.5,0.0,0.5,7.0,5.76,0.3,42.06,138,186,17,2833.0
12.83,1,1,37.5,0.0,0.5,10.24,2.64,0.3,51.18,161,200,17,4530.0
0.06,1,1,3.0,0.0,0.5,3.2,0.0,0.3,7.0,132,132,18,4213.0
3.63,1,1,23.5,0.5,0.5,2.5,0.0,0.3,27.3,164,143,0,2161.0
3.79,1,1,23.0,0.5,0.5,2.43,0.0,0.3,26.73,158,229,0,4586.0
9.1,1,1,30.0,0.5,0.5,6.25,0.0,0.3,37.55,234,228,1,2077.0
13.8,1,1,41.5,0.5,0.5,8.55,0.0,0.3,51.35,61,166,1,2333.0
0.23,1,1,3.0,0.5,0.5,1.08,0.0,0.3,5.38,79,79,1,2670.0
7.8,1,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,231,140,2,2838.0
9.7,1,1,30.5,0.5,0.5,6.35,0.0,0.3,38.15,48,243,2,2463.0
7.53,1,1,22.5,0.5,0.5,4.43,5.76,0.3,33.99,137,82,2,1917.0
7.72,1,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,50,243,3,2837.0
18.78,1,1,50.5,0.5,0.5,10.36,0.0,0.3,62.16,132,189,5,1625.0
9.83,1,1,28.5,0.0,0.5,7.01,5.76,0.3,42.07,100,138,7,1556.0
11.0,1,1,31.5,0.0,0.5,4.0,5.76,0.3,42.06,230,138,9,2614.0
6.81,1,1,21.5,0.0,0.5,5.58,0.0,0.3,27.88,142,243,10,3067.0
9.17,1,1,28.5,0.0,0.5,7.01,5.76,0.3,42.07,138,48,11,991.0
15.1,1,1,43.5,0.0,0.5,10.0,5.76,0.3,60.06,211,138,13,3017.0
5.78,1,1,25.0,0.5,0.5,5.26,0.0,0.3,31.56,161,223,1,1055.0
3.9,1,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,164,79,1,852.0
23.24,1,1,68.5,0.5,0.5,20.33,11.52,0.3,101.65,238,172,2,1001.0
12.3,1,1,35.0,0.5,0.5,9.05,0.0,0.3,45.35,163,200,2,1572.0
5.42,1,1,21.5,0.5,0.5,5.7,0.0,0.3,30.45,36,145,2,2174.0
12.65,1,1,59.5,0.5,0.5,18.24,0.0,0.3,79.04,100,48,3,1422.0
6.8,1,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,238,224,3,1900.0
5.8,1,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,234,7,3,2334.0
18.48,1,1,59.0,0.5,0.5,15.08,0.0,0.3,75.38,223,223,4,1393.0
6.5,1,1,23.0,0.5,0.5,6.05,0.0,0.3,30.35,264,264,4,959.0
6.04,1,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,164,223,4,2199.0
9.19,1,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,228,29,4,1650.0
7.92,1,1,27.5,0.0,0.5,7.08,0.0,0.3,35.38,68,37,6,2210.0
7.2,1,1,24.5,0.0,0.5,5.05,0.0,0.3,30.35,246,17,6,1004.0
12.88,1,1,37.0,0.0,0.5,7.56,0.0,0.3,45.36,132,181,7,2320.0
11.73,1,1,35.5,0.0,0.5,7.26,0.0,0.3,43.56,161,228,8,1829.0
16.21,1,1,45.0,0.0,0.5,11.45,0.0,0.3,57.25,138,26,8,1249.0
10.0,1,1,30.0,0.0,0.5,6.15,0.0,0.3,36.95,263,138,9,1924.0
9.79,1,1,29.5,0.0,0.5,4.5,5.76,0.3,40.56,138,151,10,1657.0
17.7,3,1,65.5,0.0,0.0,16.05,14.5,0.3,96.35,48,1,12,2514.0
0.24,1,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56,230,230,13,2060.0
14.3,1,1,39.5,0.0,0.5,8.05,0.0,0.3,48.35,132,7,15,1499.0
12.3,1,1,38.5,0.5,0.5,11.9,0.0,0.3,51.7,90,11,1,977.0
7.5,1,1,25.0,0.5,0.5,6.55,0.0,0.3,32.85,25,7,2,1092.0
6.7,1,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55,255,141,2,994.0
8.42,1,1,26.0,0.5,0.5,8.26,5.76,0.3,41.32,107,7,2,1318.0
5.7,1,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,255,186,2,1891.0
11.17,1,1,32.0,0.5,0.5,6.66,0.0,0.3,39.96,45,41,2,1610.0
18.23,3,1,67.0,0.5,0.0,10.0,16.05,0.3,93.85,162,1,3,1100.0
10.8,1,1,33.0,0.5,0.5,6.85,0.0,0.3,41.15,249,138,3,1007.0
7.2,1,1,26.5,0.5,0.5,5.55,0.0,0.3,33.35,163,80,3,1286.0
6.7,1,1,23.0,0.5,0.5,4.0,0.0,0.3,28.3,114,151,4,1795.0
7.9,1,1,26.5,0.5,0.5,5.55,0.0,0.3,33.35,246,255,4,1245.0
19.18,1,1,51.5,0.0,0.5,10.46,0.0,0.3,62.76,132,66,7,1170.0
8.7,1,1,26.0,0.0,0.5,5.35,0.0,0.3,32.15,186,244,8,1865.0
8.8,1,1,28.5,0.0,0.5,4.0,0.0,0.3,33.3,236,138,8,1891.0
8.64,1,1,24.5,0.0,0.5,6.21,5.76,0.3,37.27,137,138,9,1821.0
10.1,1,1,29.0,0.0,0.5,8.89,5.76,0.3,44.45,236,138,9,2231.0
6.7,1,1,23.5,0.0,0.5,4.5,0.0,0.3,28.8,138,202,9,1712.0
17.1,1,1,46.0,0.0,0.5,9.35,0.0,0.3,56.15,132,226,10,2202.0
18.76,1,1,51.0,0.0,0.5,15.54,0.0,0.3,67.34,132,97,11,1475.0
12.35,1,1,33.5,0.0,0.5,6.0,5.76,0.3,46.06,90,138,11,2282.0
10.07,1,1,39.0,0.0,0.5,9.11,5.76,0.3,54.67,140,93,11,1875.0
7.13,1,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,79,238,11,2033.0
9.07,1,1,29.5,0.0,0.5,6.06,0.0,0.3,36.36,48,49,13,1682.0
11.47,1,1,32.5,0.0,0.5,6.66,0.0,0.3,39.96,132,138,16,1838.0
23.76,1,1,65.5,0.0,0.5,13.26,0.0,0.3,79.56,132,227,16,2567.0
19.49,1,1,53.0,0.0,0.5,13.45,0.0,0.3,67.25,132,33,18,3423.0
28.4,1,1,79.0,0.0,0.5,15.96,0.0,0.3,95.76,129,129,19,1583.0
10.1,1,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06,138,113,22,2174.0
10.1,1,1,28.5,0.5,0.5,7.1,5.76,0.3,42.66,138,162,23,2355.0
12.3,1,1,35.5,0.5,0.5,7.85,2.64,0.3,47.29,186,220,23,3539.0
9.34,1,1,31.5,0.0,0.5,9.69,0.0,0.3,41.99,138,161,17,1974.0
7.7,1,1,24.0,0.0,0.5,3.5,5.76,0.3,34.06,138,74,17,1946.0
17.04,1,1,46.0,0.0,0.5,9.0,5.76,0.3,61.56,138,231,18,2037.0
7.48,1,1,23.0,0.0,0.5,7.14,0.0,0.3,30.94,138,112,18,1886.0
8.36,1,1,24.5,0.0,0.5,6.21,5.76,0.3,37.27,113,56,19,2699.0
0.28,1,1,3.0,1.0,0.5,0.96,0.0,0.3,5.76,113,113,19,2187.0
10.53,1,1,32.0,0.5,0.5,4.0,0.0,0.3,37.3,13,244,20,2139.0
9.1,1,1,26.5,0.5,0.5,6.0,5.76,0.3,39.56,138,186,20,1343.0
6.8,1,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,209,263,21,1939.0
7.82,1,1,23.0,0.5,0.5,6.01,5.76,0.3,36.07,138,263,21,1015.0
12.04,1,1,35.0,0.5,0.5,7.26,0.0,0.3,43.56,132,17,22,1237.0
12.22,1,1,34.5,0.5,0.5,7.16,0.0,0.3,42.96,138,87,22,1287.0
6.9,1,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16,151,114,22,2706.0
9.4,1,1,30.0,0.0,0.5,7.31,5.76,0.3,43.87,239,138,16,1838.0
11.44,1,1,35.0,0.0,0.5,8.31,5.76,0.3,49.87,138,158,16,2820.0
9.71,1,1,31.5,0.0,0.5,6.46,0.0,0.3,38.76,142,95,17,1941.0
8.44,1,1,28.0,0.0,0.5,6.91,5.76,0.3,41.47,230,82,17,1294.0
