Age,Gender,Time_Spent,Product_Category,Purchased,Number_of_Items_Viewed,Device_Used
43,Female,49,Clothing,1,2,Mobile
48,Male,41,Clothing,0,13,Desktop
41,Female,17,Books,1,17,Mobile
60,Male,36,Clothing,0,1,Tablet
24,Female,37,Clothing,1,7,Desktop
23,Male,44,Electronics,0,6,Tablet
44,Female,37,Books,1,17,Tablet
49,Male,23,Electronics,0,1,Tablet
34,Male,41,Electronics,0,11,Mobile
20,Female,47,Electronics,1,2,Desktop
53,Female,25,Clothing,1,8,Mobile
24,Female,36,Electronics,1,18,Desktop
27,Female,33,Books,0,10,Tablet
20,Male,28,Clothing,0,8,Desktop
36,Male,14,Clothing,0,15,Mobile
40,Female,12,Clothing,0,15,Mobile
25,Male,47,Electronics,0,14,Tablet
28,Female,33,Electronics,1,6,Desktop
40,Male,39,Electronics,1,1,Tablet
32,Female,26,Electronics,1,9,Desktop
34,Female,41,Books,0,8,Mobile
55,Female,28,Clothing,1,18,Mobile
31,Male,17,Electronics,1,4,Mobile
28,Male,42,Clothing,0,16,Desktop
63,Female,29,Electronics,1,4,Mobile
46,Male,37,Clothing,0,4,Mobile
22,Female,46,Electronics,0,19,Desktop
24,Female,48,Electronics,0,8,Desktop
39,Male,43,Clothing,1,10,Tablet
34,Male,30,Clothing,0,6,Desktop
56,Female,34,Books,0,17,Desktop
57,Female,15,Books,0,17,Desktop
36,Male,35,Clothing,1,11,Desktop
21,Male,25,Books,1,10,Desktop
23,Male,44,Clothing,0,4,Mobile
54,Female,12,Clothing,0,10,Tablet
64,Male,49,Electronics,0,8,Desktop
53,Female,11,Clothing,1,9,Mobile
37,Female,34,Electronics,1,7,Tablet
28,Male,12,Clothing,0,1,Tablet
50,Male,39,Books,1,13,Tablet
26,Male,18,Clothing,0,16,Desktop
26,Male,29,Electronics,0,2,Mobile
62,Male,32,Clothing,0,15,Mobile
42,Female,20,Electronics,1,17,Desktop
56,Male,44,Electronics,1,16,Desktop
44,Female,12,Clothing,1,13,Mobile
29,Female,41,Electronics,0,8,Desktop
26,Female,44,Clothing,1,18,Tablet
28,Male,34,Electronics,0,15,Desktop
53,Female,14,Clothing,1,4,Desktop
44,Male,10,Books,0,7,Mobile
21,Female,12,Clothing,0,3,Tablet
27,Male,34,Books,1,4,Mobile
44,Female,34,Books,1,9,Tablet
58,Male,48,Clothing,1,8,Tablet
40,Male,12,Electronics,1,2,Desktop
23,Female,12,Electronics,1,9,Mobile
23,Female,8,Books,1,17,Mobile
43,Male,44,Electronics,1,11,Mobile
21,Female,13,Books,0,18,Mobile
22,Male,18,Clothing,0,19,Mobile
61,Female,25,Books,1,6,Desktop
59,Male,23,Electronics,1,9,Mobile
58,Female,46,Books,0,9,Tablet
35,Female,39,Electronics,1,12,Mobile
44,Male,13,Books,1,12,Mobile
27,Female,18,Electronics,1,8,Mobile
40,Female,40,Books,1,19,Desktop
46,Female,32,Books,1,18,Desktop
35,Male,27,Clothing,0,1,Tablet
20,Female,47,Electronics,0,8,Desktop
39,Female,14,Clothing,0,10,Mobile
24,Male,8,Books,1,18,Desktop
20,Male,49,Books,1,11,Mobile
55,Male,29,Books,1,6,Desktop
43,Male,23,Electronics,1,13,Tablet
31,Female,31,Books,0,14,Desktop
26,Male,44,Clothing,0,11,Desktop
18,Male,21,Clothing,1,11,Mobile
57,Male,26,Electronics,0,3,Mobile
26,Female,36,Books,1,18,Desktop
36,Female,7,Books,0,16,Mobile
41,Female,14,Books,0,9,Tablet
41,Male,30,Books,0,15,Desktop
41,Male,25,Clothing,1,3,Tablet
39,Male,30,Clothing,1,19,Mobile
60,Male,27,Clothing,1,6,Tablet
28,Female,40,Clothing,1,4,Mobile
26,Male,12,Books,1,2,Tablet
30,Male,8,Books,0,18,Desktop
56,Male,22,Clothing,0,17,Mobile
53,Female,49,Books,1,13,Mobile
28,Female,14,Clothing,0,5,Desktop
21,Female,13,Books,1,13,Desktop
52,Male,25,Books,1,11,Mobile
35,Female,18,Clothing,0,2,Tablet
47,Male,43,Clothing,0,11,Mobile
44,Female,16,Clothing,0,1,Desktop
36,Female,40,Books,0,3,Tablet
60,Female,33,Electronics,1,8,Tablet
50,Female,17,Books,1,19,Tablet
44,Male,35,Clothing,1,6,Desktop
61,Female,14,Books,1,17,Mobile
28,Male,18,Electronics,1,10,Tablet
41,Male,20,Electronics,1,18,Desktop
21,Female,20,Books,1,11,Desktop
39,Male,27,Electronics,1,15,Tablet
32,Female,26,Books,1,4,Tablet
49,Female,40,Clothing,1,9,Desktop
50,Male,21,Electronics,0,17,Desktop
30,Male,44,Clothing,0,13,Desktop
36,Male,16,Electronics,1,1,Tablet
21,Male,43,Electronics,1,16,Mobile
31,Female,37,Books,0,19,Mobile
18,Female,37,Clothing,0,2,Tablet
43,Female,13,Clothing,0,2,Tablet
58,Male,38,Clothing,1,19,Desktop
29,Female,18,Electronics,0,19,Tablet
44,Male,47,Clothing,0,11,Tablet
41,Female,37,Electronics,0,9,Desktop
64,Female,19,Clothing,1,6,Desktop
27,Female,30,Electronics,0,4,Mobile
37,Female,20,Electronics,0,17,Tablet
29,Female,45,Books,0,12,Mobile
26,Male,46,Books,0,6,Desktop
50,Male,42,Electronics,1,5,Mobile
35,Male,7,Clothing,0,14,Desktop
49,Male,19,Books,0,14,Desktop
38,Female,35,Clothing,1,18,Tablet
63,Male,34,Electronics,1,15,Desktop
31,Female,19,Electronics,0,1,Desktop
64,Female,44,Books,1,12,Desktop
45,Male,27,Clothing,0,18,Mobile
62,Female,30,Electronics,0,11,Desktop
30,Female,14,Electronics,1,6,Tablet
57,Female,36,Electronics,0,11,Desktop
59,Male,16,Electronics,1,2,Mobile
53,Female,20,Electronics,1,18,Tablet
33,Male,45,Clothing,1,9,Mobile
39,Female,11,Books,0,10,Mobile
19,Male,12,Electronics,0,2,Desktop
37,Male,6,Electronics,1,1,Desktop
23,Male,16,Books,1,14,Desktop
42,Female,5,Books,0,9,Desktop
62,Female,48,Clothing,0,7,Tablet
47,Male,11,Books,1,6,Mobile
56,Male,7,Clothing,1,10,Desktop
45,Female,26,Clothing,0,6,Desktop
43,Female,9,Electronics,1,5,Mobile
30,Female,41,Electronics,1,12,Tablet
50,Male,44,Clothing,1,9,Mobile
35,Female,9,Clothing,0,13,Desktop
37,Male,24,Books,0,19,Tablet
38,Male,8,Books,0,3,Tablet
44,Female,47,Electronics,1,2,Mobile
22,Female,9,Clothing,1,8,Mobile
60,Female,40,Clothing,1,16,Desktop
57,Male,15,Electronics,0,6,Desktop
46,Female,44,Clothing,0,15,Mobile
22,Male,16,Electronics,0,16,Mobile
22,Male,22,Electronics,1,10,Mobile
62,Male,27,Electronics,0,9,Tablet
31,Female,23,Electronics,0,3,Tablet
55,Male,7,Books,1,16,Tablet
53,Male,24,Clothing,1,14,Mobile
32,Male,13,Electronics,0,4,Mobile
47,Male,7,Electronics,0,10,Tablet
30,Male,7,Clothing,1,16,Mobile
61,Male,10,Books,1,8,Desktop
38,Male,19,Electronics,1,5,Desktop
23,Female,18,Books,0,13,Desktop
34,Female,19,Clothing,1,9,Tablet
27,Female,15,Clothing,0,12,Mobile
23,Female,48,Clothing,1,8,Mobile
22,Male,24,Books,0,19,Mobile
22,Female,19,Books,1,2,Desktop
51,Female,17,Books,0,12,Desktop
29,Female,6,Electronics,1,3,Tablet
62,Female,23,Electronics,0,19,Mobile
51,Male,45,Clothing,1,9,Mobile
19,Male,15,Clothing,0,3,Tablet
46,Male,36,Books,0,15,Tablet
26,Female,19,Books,1,7,Mobile
45,Male,39,Electronics,1,3,Desktop
49,Male,18,Electronics,1,11,Mobile
20,Male,32,Books,0,9,Desktop
29,Female,16,Clothing,0,7,Tablet
24,Female,22,Clothing,1,3,Tablet
42,Female,46,Clothing,1,10,Mobile
50,Female,15,Clothing,0,13,Mobile
44,Female,30,Electronics,1,13,Mobile
20,Male,12,Books,1,13,Desktop
26,Female,47,Clothing,1,19,Mobile
24,Male,6,Electronics,0,7,Desktop
22,Female,39,Electronics,0,6,Mobile
39,Female,48,Electronics,0,14,Mobile
27,Female,42,Clothing,1,19,Mobile
41,Female,25,Electronics,0,14,Mobile
23,Male,42,Books,0,4,Mobile
35,Male,31,Clothing,0,1,Mobile
51,Female,36,Books,0,13,Mobile
31,Male,35,Electronics,1,19,Desktop
50,Female,9,Books,0,5,Desktop
49,Female,20,Clothing,0,19,Desktop
55,Male,17,Electronics,1,13,Tablet
43,Male,9,Electronics,1,14,Tablet
60,Male,24,Clothing,0,3,Desktop
19,Male,6,Clothing,0,17,Mobile
44,Male,8,Clothing,1,17,Desktop
36,Male,28,Clothing,0,4,Tablet
21,Male,20,Clothing,1,15,Desktop
36,Male,7,Electronics,1,6,Mobile
40,Male,11,Clothing,1,6,Tablet
47,Female,14,Electronics,1,2,Mobile
46,Female,27,Books,1,17,Desktop
22,Male,10,Books,1,16,Tablet
23,Male,18,Clothing,0,4,Tablet
26,Female,48,Electronics,0,16,Tablet
39,Male,48,Electronics,1,2,Mobile
58,Female,26,Clothing,1,12,Mobile
19,Female,14,Books,0,9,Mobile
62,Female,43,Electronics,0,17,Desktop
56,Female,10,Clothing,0,8,Desktop
39,Male,44,Clothing,0,8,Mobile
48,Male,44,Clothing,1,15,Mobile
51,Male,7,Electronics,0,18,Mobile
61,Female,15,Clothing,1,1,Mobile
55,Male,23,Clothing,0,3,Tablet
53,Female,43,Clothing,0,1,Mobile
36,Female,39,Clothing,1,10,Desktop
61,Male,38,Clothing,0,1,Tablet
22,Female,23,Books,0,9,Mobile
24,Male,25,Books,0,2,Tablet
32,Male,38,Clothing,0,15,Mobile
62,Male,43,Clothing,0,12,Tablet
40,Male,44,Electronics,1,11,Mobile
47,Female,41,Electronics,1,10,Mobile
56,Female,29,Clothing,0,4,Mobile
64,Female,7,Clothing,0,11,Desktop
62,Male,8,Books,0,16,Desktop
53,Male,18,Electronics,1,8,Desktop
46,Male,34,Books,1,6,Desktop
32,Female,11,Books,1,10,Desktop
50,Male,19,Electronics,1,10,Tablet
39,Male,24,Books,0,9,Tablet
52,Female,38,Clothing,0,18,Desktop
52,Male,33,Clothing,0,2,Tablet
55,Female,38,Clothing,1,3,Tablet
36,Female,49,Books,0,16,Tablet
53,Male,12,Electronics,1,6,Tablet
43,Female,32,Clothing,1,7,Desktop
25,Female,31,Electronics,0,10,Mobile
41,Female,10,Electronics,0,2,Tablet
21,Female,10,Books,0,14,Mobile
21,Male,33,Clothing,1,11,Tablet
31,Male,18,Books,1,14,Mobile
53,Male,33,Clothing,1,2,Tablet
49,Male,35,Clothing,0,1,Desktop
35,Male,46,Clothing,0,15,Tablet
20,Female,26,Electronics,1,10,Tablet
54,Male,17,Books,0,6,Mobile
55,Female,30,Clothing,1,4,Mobile
61,Female,45,Books,1,9,Mobile
57,Male,29,Electronics,0,8,Tablet
25,Female,44,Electronics,0,10,Mobile
28,Female,42,Clothing,0,3,Tablet
54,Male,5,Clothing,0,16,Tablet
40,Male,42,Books,1,1,Desktop
19,Female,37,Clothing,0,3,Tablet
35,Male,43,Books,0,15,Tablet
38,Female,21,Books,0,15,Mobile
59,Female,7,Books,0,1,Mobile
52,Female,21,Books,0,14,Desktop
57,Female,22,Electronics,1,1,Mobile
59,Male,34,Clothing,1,9,Tablet
28,Female,13,Books,0,1,Mobile
55,Female,13,Books,0,14,Desktop
46,Female,42,Books,0,10,Tablet
46,Female,17,Books,1,4,Tablet
35,Male,17,Books,0,10,Mobile
40,Female,16,Clothing,0,7,Tablet
29,Male,17,Electronics,1,3,Tablet
44,Male,22,Books,0,10,Mobile
31,Female,16,Electronics,1,4,Tablet
20,Male,44,Electronics,1,16,Desktop
45,Male,27,Books,1,1,Tablet
54,Female,48,Electronics,1,17,Tablet
49,Female,23,Clothing,1,2,Desktop
57,Female,38,Electronics,0,12,Tablet
33,Female,11,Clothing,0,12,Mobile
60,Male,29,Electronics,0,9,Tablet
20,Male,19,Clothing,0,8,Tablet
33,Male,28,Electronics,1,3,Desktop
59,Male,46,Electronics,0,7,Tablet
45,Female,17,Books,1,18,Tablet
39,Male,9,Electronics,1,8,Desktop
33,Female,10,Electronics,1,10,Desktop
28,Female,8,Books,0,4,Tablet
43,Female,29,Electronics,0,7,Desktop
22,Female,49,Clothing,1,1,Mobile
58,Female,43,Books,0,1,Mobile
26,Female,25,Clothing,0,12,Mobile
25,Male,22,Clothing,1,15,Tablet
32,Male,43,Electronics,0,6,Desktop
32,Female,38,Electronics,0,19,Desktop
55,Male,25,Books,0,6,Desktop
21,Male,13,Books,0,19,Desktop
45,Female,15,Books,0,6,Tablet
55,Male,23,Clothing,1,13,Desktop
57,Male,15,Clothing,0,12,Desktop
51,Female,11,Electronics,1,16,Desktop
20,Male,7,Books,1,4,Tablet
46,Male,26,Electronics,0,19,Desktop
55,Male,32,Clothing,0,1,Tablet
31,Male,18,Books,1,15,Desktop
26,Female,29,Books,0,18,Desktop
46,Female,7,Electronics,0,13,Desktop
22,Female,43,Books,1,5,Desktop
19,Male,7,Books,1,17,Mobile
64,Male,14,Electronics,0,2,Desktop
26,Male,31,Electronics,1,11,Mobile
53,Male,21,Electronics,0,5,Mobile
59,Male,6,Books,1,2,Tablet
37,Male,6,Clothing,1,2,Mobile
37,Male,19,Clothing,1,18,Desktop
46,Male,48,Electronics,1,4,Mobile
31,Female,12,Clothing,1,17,Desktop
21,Female,5,Books,0,9,Desktop
22,Female,38,Books,0,16,Mobile
48,Male,10,Books,1,16,Tablet
24,Male,30,Electronics,0,4,Desktop
25,Male,38,Clothing,1,5,Desktop
28,Female,23,Electronics,0,8,Desktop
64,Male,8,Electronics,0,17,Tablet
33,Male,8,Clothing,0,10,Mobile
20,Male,13,Books,0,5,Mobile
37,Male,26,Clothing,1,4,Tablet
50,Female,28,Electronics,1,7,Desktop
21,Male,16,Electronics,0,15,Desktop
39,Female,34,Books,1,7,Desktop
51,Female,23,Clothing,1,9,Desktop
30,Male,33,Books,1,14,Desktop
24,Female,38,Clothing,0,5,Desktop
61,Male,44,Books,0,6,Mobile
25,Male,25,Clothing,0,16,Desktop
63,Female,29,Electronics,1,9,Mobile
29,Male,48,Clothing,0,8,Desktop
57,Female,29,Books,1,12,Mobile
50,Female,28,Books,1,15,Desktop
50,Male,12,Books,1,10,Tablet
47,Female,21,Books,0,3,Tablet
61,Female,37,Clothing,1,6,Mobile
21,Female,11,Electronics,1,4,Desktop
26,Female,43,Clothing,1,15,Tablet
25,Female,41,Books,1,12,Mobile
18,Male,27,Clothing,1,3,Desktop
36,Female,32,Clothing,0,3,Mobile
34,Female,41,Books,1,11,Mobile
31,Male,7,Electronics,1,12,Desktop
28,Male,41,Books,1,16,Desktop
41,Female,32,Books,0,18,Tablet
52,Female,9,Electronics,0,13,Desktop
64,Male,42,Clothing,0,13,Mobile
32,Male,26,Clothing,1,11,Mobile
29,Female,15,Clothing,1,3,Desktop
47,Female,20,Books,0,5,Desktop
51,Male,38,Books,1,7,Desktop
20,Female,34,Books,0,12,Tablet
49,Male,36,Clothing,0,6,Mobile
58,Male,47,Books,1,5,Desktop
64,Male,24,Books,0,17,Tablet
30,Female,17,Electronics,0,2,Desktop
34,Male,21,Books,1,9,Desktop
47,Female,17,Electronics,1,10,Mobile
27,Female,25,Electronics,0,13,Desktop
46,Female,39,Clothing,0,1,Mobile
56,Male,40,Electronics,0,4,Desktop
58,Female,38,Clothing,0,15,Mobile
41,Male,15,Books,1,4,Tablet
55,Male,23,Electronics,1,5,Tablet
33,Female,22,Electronics,0,8,Mobile
52,Male,41,Books,0,16,Desktop
46,Male,32,Books,0,5,Tablet
18,Female,41,Electronics,1,15,Mobile
41,Female,28,Books,1,8,Desktop
64,Male,19,Electronics,0,14,Mobile
27,Male,36,Clothing,1,10,Mobile
39,Female,11,Books,0,3,Desktop
40,Male,29,Books,1,12,Mobile
32,Male,37,Books,0,1,Tablet
33,Male,40,Clothing,1,16,Tablet
44,Male,14,Electronics,0,6,Mobile
42,Female,49,Books,1,14,Tablet
55,Female,20,Books,0,8,Desktop
29,Female,34,Clothing,0,16,Desktop
56,Female,35,Clothing,1,17,Tablet
58,Female,35,Clothing,1,16,Desktop
36,Female,23,Books,0,12,Desktop
19,Female,36,Electronics,1,4,Desktop
58,Female,31,Electronics,0,6,Tablet
47,Female,39,Books,0,1,Mobile
58,Male,10,Books,0,4,Desktop
61,Female,35,Books,0,19,Tablet
53,Male,41,Clothing,0,5,Tablet
50,Female,32,Books,0,9,Mobile
55,Female,43,Books,0,18,Tablet
32,Female,8,Clothing,1,2,Desktop
57,Male,25,Electronics,0,7,Tablet
24,Male,6,Books,0,2,Mobile
46,Male,16,Clothing,1,1,Mobile
52,Male,38,Books,0,14,Tablet
52,Male,15,Books,1,5,Tablet
64,Male,41,Electronics,1,16,Mobile
38,Male,17,Electronics,1,6,Desktop
44,Female,32,Clothing,0,14,Desktop
20,Male,45,Electronics,1,7,Tablet
51,Male,12,Books,1,1,Desktop
35,Male,14,Electronics,1,13,Desktop
52,Female,9,Clothing,1,16,Desktop
61,Male,24,Electronics,0,14,Desktop
51,Male,10,Books,0,8,Desktop
46,Female,45,Electronics,1,4,Tablet
20,Female,29,Books,1,8,Tablet
44,Male,7,Clothing,0,14,Tablet
58,Male,28,Books,1,18,Desktop
37,Female,33,Clothing,1,19,Tablet
61,Female,10,Electronics,1,9,Desktop
56,Female,16,Electronics,0,19,Mobile
29,Male,24,Clothing,0,3,Tablet
29,Male,24,Clothing,1,8,Desktop
28,Female,45,Books,1,11,Tablet
36,Female,21,Clothing,1,7,Tablet
52,Female,48,Books,1,8,Mobile
22,Male,20,Books,1,7,Mobile
30,Male,45,Books,0,14,Mobile
27,Female,44,Books,0,17,Desktop
49,Female,38,Clothing,1,13,Desktop
32,Female,14,Clothing,0,6,Desktop
30,Female,48,Books,0,7,Mobile
57,Male,30,Clothing,0,3,Tablet
61,Female,9,Clothing,1,16,Tablet
36,Male,9,Books,1,19,Mobile
20,Female,6,Electronics,1,14,Mobile
46,Male,23,Books,0,9,Mobile
30,Male,15,Books,1,2,Desktop
35,Female,44,Books,0,16,Tablet
47,Female,9,Books,1,5,Tablet
21,Male,23,Electronics,0,9,Tablet
64,Female,39,Clothing,1,13,Mobile
51,Female,35,Electronics,1,17,Desktop
56,Male,33,Clothing,0,2,Mobile
64,Male,10,Books,1,14,Tablet
21,Male,5,Electronics,0,15,Mobile
23,Male,21,Books,0,16,Mobile
31,Male,31,Clothing,1,12,Tablet
38,Female,45,Clothing,1,12,Tablet
52,Female,17,Clothing,0,14,Tablet
62,Male,12,Books,0,15,Desktop
57,Male,35,Books,1,12,Tablet
22,Female,21,Clothing,1,17,Tablet
26,Male,14,Books,0,7,Desktop
59,Female,24,Electronics,0,5,Mobile
24,Female,49,Clothing,1,19,Mobile
53,Female,22,Clothing,1,3,Tablet
35,Male,7,Books,1,11,Desktop
37,Female,8,Clothing,1,1,Desktop
64,Male,22,Books,1,3,Tablet
61,Female,35,Books,0,7,Desktop
48,Female,30,Books,1,14,Tablet
42,Male,47,Electronics,1,16,Mobile
38,Male,43,Electronics,1,8,Tablet
58,Male,16,Electronics,0,5,Mobile
50,Male,49,Clothing,0,6,Mobile
24,Male,46,Clothing,0,6,Mobile
63,Female,14,Books,0,16,Mobile
63,Female,25,Clothing,0,7,Tablet
52,Female,16,Books,0,4,Tablet
46,Male,17,Clothing,0,10,Desktop
30,Male,37,Electronics,0,17,Tablet
29,Female,37,Electronics,0,6,Tablet
48,Male,21,Books,1,8,Tablet
47,Female,24,Books,0,11,Mobile
51,Female,13,Books,0,9,Desktop
43,Male,24,Books,0,17,Tablet
40,Male,19,Clothing,1,5,Desktop
39,Female,15,Electronics,1,2,Tablet
26,Male,28,Clothing,1,12,Desktop
45,Male,17,Electronics,1,9,Desktop
40,Female,39,Books,0,19,Tablet
34,Male,48,Books,1,8,Tablet
56,Male,5,Clothing,0,17,Tablet
46,Male,20,Electronics,0,16,Desktop
23,Male,28,Clothing,0,1,Desktop
28,Male,24,Clothing,0,4,Tablet
57,Female,21,Books,0,10,Mobile
49,Female,15,Books,0,5,Tablet
41,Male,23,Clothing,1,9,Tablet
22,Female,34,Clothing,0,9,Tablet
33,Female,35,Clothing,1,12,Desktop
24,Male,41,Electronics,1,8,Tablet
40,Male,12,Clothing,0,9,Desktop
33,Male,46,Electronics,0,16,Mobile
26,Male,41,Electronics,0,6,Mobile
48,Female,11,Electronics,1,6,Tablet
19,Female,8,Books,0,1,Mobile
47,Male,23,Books,1,9,Desktop
52,Male,12,Electronics,1,9,Tablet
41,Female,40,Books,1,15,Desktop
25,Female,37,Clothing,1,10,Desktop
47,Female,35,Books,1,5,Mobile
57,Male,6,Electronics,1,2,Desktop
46,Female,42,Books,0,2,Desktop
42,Male,37,Clothing,1,15,Desktop
25,Male,18,Clothing,1,18,Mobile
21,Male,27,Clothing,0,17,Tablet
46,Male,26,Electronics,1,14,Tablet
21,Female,29,Books,0,9,Mobile
40,Female,38,Electronics,1,3,Mobile
55,Female,30,Clothing,0,3,Mobile
40,Male,34,Books,1,1,Desktop
57,Male,16,Electronics,0,13,Desktop
29,Female,38,Clothing,0,3,Desktop
52,Female,22,Clothing,1,2,Tablet
30,Male,42,Clothing,1,15,Mobile
55,Male,37,Clothing,0,12,Mobile
56,Female,42,Clothing,1,5,Mobile
41,Male,8,Books,0,19,Mobile
61,Female,38,Books,1,4,Tablet
36,Female,5,Clothing,0,11,Mobile
63,Female,41,Clothing,1,3,Desktop
58,Female,30,Electronics,0,15,Desktop
48,Female,16,Electronics,0,4,Tablet
21,Male,39,Electronics,0,17,Tablet
48,Female,31,Electronics,0,10,Tablet
30,Female,34,Clothing,1,6,Tablet
56,Female,17,Electronics,0,8,Mobile
58,Male,24,Clothing,0,7,Tablet
62,Female,27,Books,0,9,Mobile
51,Male,48,Electronics,0,6,Desktop
48,Female,20,Clothing,0,12,Mobile
20,Female,47,Clothing,0,13,Desktop
46,Male,6,Clothing,0,4,Desktop
54,Female,23,Clothing,0,14,Tablet
38,Male,11,Books,1,13,Mobile
28,Male,42,Electronics,0,9,Desktop
26,Female,5,Clothing,0,7,Mobile
61,Male,12,Electronics,0,17,Desktop
41,Female,35,Electronics,1,16,Mobile
36,Female,35,Clothing,0,13,Desktop
53,Male,7,Clothing,1,1,Tablet
35,Male,23,Clothing,1,6,Desktop
55,Female,46,Clothing,0,12,Desktop
53,Male,36,Electronics,0,16,Desktop
33,Female,24,Clothing,1,4,Tablet
20,Female,27,Books,0,6,Mobile
34,Male,7,Clothing,0,12,Mobile
30,Female,21,Electronics,0,3,Mobile
27,Female,37,Electronics,1,15,Desktop
43,Female,14,Electronics,1,6,Desktop
46,Female,32,Electronics,1,5,Desktop
25,Male,42,Books,0,12,Desktop
54,Female,42,Clothing,1,9,Desktop
55,Female,17,Clothing,1,13,Tablet
59,Male,43,Electronics,1,2,Tablet
43,Male,40,Clothing,0,11,Desktop
43,Female,13,Electronics,0,2,Mobile
18,Male,5,Clothing,1,7,Mobile
30,Female,31,Books,0,9,Desktop
55,Male,30,Clothing,1,9,Mobile
23,Male,31,Books,0,14,Tablet
54,Female,16,Books,0,18,Tablet
29,Female,43,Books,0,12,Desktop
41,Male,35,Electronics,1,6,Tablet
38,Male,22,Books,0,16,Mobile
52,Female,15,Books,0,7,Desktop
31,Male,12,Clothing,0,6,Desktop
64,Female,39,Electronics,1,16,Tablet
18,Male,38,Books,0,2,Desktop
47,Male,22,Electronics,0,3,Desktop
41,Male,25,Electronics,1,8,Tablet
44,Male,24,Clothing,0,4,Tablet
45,Female,44,Electronics,0,11,Mobile
36,Female,28,Clothing,1,15,Tablet
49,Male,9,Clothing,0,10,Mobile
60,Male,19,Clothing,1,9,Tablet
24,Female,9,Clothing,0,5,Mobile
32,Female,44,Electronics,0,9,Desktop
20,Female,19,Clothing,1,3,Mobile
21,Male,6,Books,1,5,Desktop
62,Male,34,Clothing,0,4,Desktop
39,Female,7,Electronics,1,14,Mobile
30,Female,48,Books,1,1,Desktop
38,Female,23,Books,1,17,Mobile
57,Male,17,Electronics,0,4,Mobile
42,Male,46,Clothing,0,10,Mobile
32,Female,38,Electronics,1,7,Desktop
48,Female,23,Books,1,16,Tablet
20,Female,41,Clothing,1,6,Tablet
50,Male,30,Books,1,12,Desktop
43,Female,49,Clothing,1,6,Mobile
18,Female,34,Electronics,0,11,Mobile
26,Male,15,Clothing,1,6,Desktop
40,Male,49,Clothing,1,9,Tablet
60,Male,34,Clothing,0,8,Desktop
25,Male,45,Electronics,0,19,Desktop
30,Female,45,Electronics,1,15,Desktop
28,Male,39,Electronics,0,1,Desktop
23,Female,36,Clothing,1,16,Desktop
57,Male,33,Electronics,0,2,Tablet
21,Male,42,Electronics,0,5,Tablet
36,Male,47,Clothing,0,16,Mobile
47,Male,33,Electronics,0,17,Desktop
37,Female,23,Books,0,13,Tablet
28,Male,5,Books,1,7,Tablet
58,Female,5,Clothing,0,6,Mobile
22,Male,34,Books,0,16,Mobile
55,Female,33,Clothing,0,12,Tablet
51,Male,37,Clothing,1,2,Mobile
32,Female,8,Electronics,0,19,Tablet
56,Male,32,Books,0,18,Tablet
39,Female,23,Clothing,0,9,Desktop
58,Male,39,Electronics,1,14,Mobile
18,Female,43,Electronics,1,4,Tablet
45,Male,44,Clothing,0,15,Desktop
18,Female,23,Books,0,16,Mobile
51,Female,40,Books,0,16,Tablet
52,Male,30,Clothing,1,19,Mobile
57,Male,14,Books,0,17,Desktop
30,Male,18,Books,0,17,Desktop
27,Male,34,Books,1,7,Desktop
59,Male,38,Books,1,5,Desktop
24,Female,30,Electronics,0,4,Desktop
57,Female,25,Clothing,1,5,Tablet
37,Male,27,Electronics,0,10,Desktop
20,Male,45,Clothing,0,14,Tablet
28,Male,9,Books,1,16,Mobile
48,Female,28,Electronics,0,8,Tablet
32,Male,11,Clothing,0,3,Mobile
39,Female,6,Books,1,4,Desktop
19,Male,31,Electronics,1,16,Tablet
57,Female,17,Books,1,18,Tablet
58,Female,30,Clothing,1,10,Tablet
57,Female,24,Clothing,0,2,Tablet
57,Male,30,Clothing,0,3,Tablet
56,Female,38,Electronics,1,3,Desktop
36,Female,36,Clothing,1,7,Desktop
28,Female,20,Clothing,1,16,Mobile
59,Female,10,Books,0,13,Tablet
51,Male,11,Books,0,5,Tablet
51,Male,47,Books,0,11,Tablet
62,Male,10,Clothing,1,4,Tablet
45,Female,43,Books,1,4,Mobile
34,Male,11,Clothing,1,6,Desktop
61,Female,42,Electronics,1,14,Tablet
63,Female,42,Clothing,0,2,Mobile
30,Male,26,Clothing,0,17,Desktop
51,Male,29,Clothing,0,8,Desktop
57,Male,31,Electronics,0,6,Desktop
41,Male,37,Clothing,1,7,Tablet
25,Female,18,Clothing,0,5,Desktop
46,Male,29,Clothing,1,10,Tablet
44,Male,41,Books,1,15,Desktop
35,Female,34,Clothing,0,19,Tablet
26,Female,14,Electronics,1,11,Tablet
37,Female,21,Electronics,0,14,Mobile
63,Female,9,Clothing,1,2,Desktop
43,Male,43,Books,0,4,Mobile
53,Male,48,Electronics,1,3,Mobile
35,Male,8,Clothing,1,2,Mobile
45,Female,36,Clothing,1,3,Desktop
46,Male,24,Clothing,0,11,Desktop
51,Female,28,Books,1,5,Desktop
22,Male,7,Electronics,1,10,Tablet
55,Male,39,Electronics,0,4,Desktop
34,Male,45,Electronics,0,11,Tablet
36,Female,31,Electronics,0,14,Mobile
44,Female,44,Electronics,1,18,Desktop
51,Male,47,Electronics,0,14,Desktop
28,Female,30,Clothing,0,11,Tablet
25,Female,24,Electronics,0,18,Tablet
38,Male,49,Books,1,19,Desktop
52,Female,25,Electronics,0,10,Desktop
48,Female,38,Books,0,12,Desktop
24,Female,22,Electronics,1,7,Desktop
