Region,Sector,Year,Employment,Investment,Growth Rate (%),Exports,Environmental Impact,Revenue
Guntur,Healthcare,2021,21614,987,12.451884218289663,487,Medium,836.9000972
Guntur,Agriculture,2023,46609,982,12.821846074411585,472,Low,611.9105284507218
Nellore,Agriculture,2014,9809,829,2.1257048734909585,137,Low,779.6220934
Visakhapatnam,Manufacturing,2019,18305,70,17.60702091655015,496,Low,409.3249146415851
Nellore,Agriculture,2021,49009,603,-4.251065392,130,High,512.3660757
Guntur,Energy,2022,8099,73,15.89607562170388,67,Low,748.6041352038438
Kakinada,Energy,2018,1051,292,5.750589683625245,429,Low,932.7917218761858
Nellore,Healthcare,2018,30200,529,-3.634342781,486,Low,510.77432668936757
Nellore,Technology,2017,13631,480,5.422674130586914,60,High,587.0288358268172
Kakinada,Manufacturing,2021,39351,926,15.435785230346742,416,Medium,994.9353712330109
Kakinada,Agriculture,2017,,322,13.478980813877982,330,Low,275.4023182206871
Kakinada,Technology,2020,7614,513,6.1490278994045795,334,High,686.5445131239455
Visakhapatnam,Manufacturing,2023,43040,881,15.329616754989893,317,High,994.0539236
Nellore,Healthcare,2023,18453,,9.302365168,311,Low,823.7209801119375
Guntur,Agriculture,2022,6177,433,4.193319499525481,439,Medium,143.15707343294534
Visakhapatnam,Manufacturing,2016,8961,481,-1.01894015,149,High,918.0988978796896
Guntur,Healthcare,2016,,252,0.965606094,452,Medium,934.4333274
Kakinada,Energy,2018,31432,152,-4.859034412,413,Medium,848.6142676930148
Kakinada,Agriculture,2014,5025,557,4.389943719169885,143,Low,216.45198651577627
Guntur,Manufacturing,2019,17590,294,5.331829434471725,170,Low,408.6755785373469
Vijayawada,Energy,2015,29365,982,6.497723048879019,100,Low,888.8076403
Nellore,Manufacturing,2023,1076,379,17.383179498597777,386,Low,341.88225029968555
Guntur,Technology,2018,1397,379,9.633263547251552,411,Low,898.5100688440834
Guntur,Manufacturing,2021,49998,558,8.594432720997135,114,Medium,322.9569346
Nellore,Healthcare,2021,,146,17.474776401302346,56,High,181.51317354590142
Vijayawada,Technology,2019,3886,82,18.469290275359743,266,Medium,227.144818
Guntur,Manufacturing,2016,42684,370,-4.768651995,364,Low,151.35598762006913
Nellore,Energy,2016,20806,895,0.5952481273882668,174,Low,700.3274707
Vijayawada,Technology,2018,44179,67,6.166693111535386,392,Low,826.1316843847287
Vijayawada,Healthcare,2016,22831,390,9.353052344350548,230,Low,217.47690414296713
Vijayawada,Technology,2023,,431,2.0617307581874513,456,Low,732.8860595677879
Visakhapatnam,Healthcare,2023,37158,746,13.459804132153572,189,High,717.4101388258657
Guntur,Healthcare,2016,14014,365,4.607940886459293,44,High,673.8189842355764
Visakhapatnam,Healthcare,2020,1976,145,1.9404320443245346,124,Medium,234.81362646427058
Nellore,Energy,2023,10363,748,16.654448041126308,242,High,1104.5752713476247
Guntur,Manufacturing,2016,43268,982,6.761157846840778,254,Medium,893.3945700559764
Guntur,Healthcare,2019,14269,599,11.381729369940942,373,Medium,371.1765589259462
Vijayawada,Healthcare,2017,8825,568,-2.261584876,455,Low,614.1541979067867
Kakinada,Technology,2022,16322,651,6.208408536454515,339,Medium,520.4167395723189
Vijayawada,Agriculture,2021,25795,508,-5.135097679,188,Low,634.9137037885903
Kakinada,Manufacturing,2014,26604,,14.01674095418889,343,High,189.4121535125541
Kakinada,Manufacturing,2021,18218,302,5.600761139932175,39,High,881.9142986425952
Nellore,Manufacturing,2022,,270,14.93249145454984,245,Low,670.3177269272845
Guntur,Technology,2022,38890,947,8.126330195039165,263,Medium,532.9563469470208
Nellore,Energy,2014,44924,,7.154111643709923,453,High,350.7163490334258
Nellore,Healthcare,2018,19492,628,3.3865478535288975,460,High,959.2675205201615
Kakinada,Healthcare,2015,14684,174,9.080876721879495,215,Medium,661.8007254960703
Kakinada,Technology,2023,2676,,5.768921209024709,161,Low,755.7671505
Kakinada,Technology,2021,39020,210,1.9499358504984485,270,High,472.09486528604674
Vijayawada,Healthcare,2023,42505,189,12.777778351264363,371,Medium,160.15000108388966
Kakinada,Healthcare,2021,23674,393,18.51398151892112,49,Medium,635.7599474
Nellore,Healthcare,2018,15048,777,16.43336612307192,108,Low,490.6872547762688
Nellore,Technology,2020,46820,98,12.313578455150925,214,Low,520.0673069
Nellore,Energy,2023,30590,367,18.88589614484154,123,High,222.31123885156845
Visakhapatnam,Energy,2015,38705,678,0.586345305,221,High,361.9754211652309
Vijayawada,Technology,2019,33567,372,14.25225953511935,356,Medium,344.0184055
Guntur,Agriculture,2019,12243,182,-3.016724537,356,Low,157.50956134313049
Visakhapatnam,Technology,2018,23807,,-0.073411649,247,Medium,815.6527629007404
Vijayawada,Energy,2023,16375,815,-3.092661417,345,High,696.7948094502099
Guntur,Technology,2018,19507,296,-0.099533867,322,Medium,690.7053797525595
Visakhapatnam,Technology,2020,38787,341,-2.627770619,365,Medium,567.0393021891462
Vijayawada,Energy,2023,43273,426,2.408256277296413,425,Medium,688.2591717412827
Nellore,Energy,2017,47687,,8.868657596,369,High,355.2766948245445
Vijayawada,Manufacturing,2019,22337,936,-3.286355022,328,Low,349.2397169895946
Kakinada,Energy,2016,1166,,-1.462367477,240,High,928.1311661980583
Guntur,Healthcare,2020,26548,771,5.334084898598617,146,Medium,721.1257945681954
Guntur,Energy,2015,46783,265,-2.280794211,36,Medium,246.9558953404377
Visakhapatnam,Energy,2016,12769,59,6.806599100092871,71,High,877.0158934690548
Visakhapatnam,Energy,2019,13304,418,5.351548505333536,405,Medium,704.3694727522942
Vijayawada,Manufacturing,2017,48931,222,9.368341288471559,368,Low,616.7977176604069
Kakinada,Agriculture,2018,3406,284,1.823002921544484,214,High,781.1773282971864
Vijayawada,Healthcare,2016,36657,694,14.737229420591007,329,High,578.2763721789016
Visakhapatnam,Agriculture,2014,5312,245,5.848459004878116,216,Low,703.3287245619514
Kakinada,Technology,2018,49500,698,19.29605228691975,217,Low,635.6864449626999
Vijayawada,Manufacturing,2021,4374,679,3.507620489949538,157,Medium,272.8167431267574
Vijayawada,Energy,2016,38948,585,-2.743967058,404,High,340.94779270885977
Guntur,Healthcare,2023,33347,584,10.851169186731221,407,Medium,1029.3708280505102
Nellore,Technology,2015,22782,762,12.382641940057411,301,High,1071.3557315832375
Guntur,Energy,2017,37880,767,14.47612175,308,High,303.0318538603576
Nellore,Technology,2015,11567,830,14.006781085070841,449,High,759.256283
Guntur,Manufacturing,2018,22350,419,18.140236208923437,137,High,331.0075897153892
Vijayawada,Energy,2018,31225,,14.629525518081927,391,Low,281.7163199752128
Kakinada,Technology,2019,33571,958,17.47214384655363,359,Medium,590.3831380499838
Visakhapatnam,Technology,2018,22180,555,4.016528104579653,415,Low,142.29173098041707
Nellore,Healthcare,2015,44479,201,2.9115618581910656,133,Low,906.8522393
Guntur,Technology,2018,9985,614,19.03311795290542,274,Low,600.8633442308393
Nellore,Agriculture,2016,14208,526,9.288953945382158,324,Low,611.8598977527101
Kakinada,Technology,2018,20092,293,-2.909663274,378,Medium,321.4746866065593
Visakhapatnam,Energy,2018,39343,561,8.688608022357428,451,Low,730.7430910054252
Guntur,Agriculture,2015,15089,238,-8.037056845,386,Medium,651.8718047096035
Nellore,Energy,2017,1751,999,16.60176257863672,234,Medium,561.8516081605808
Kakinada,Healthcare,2016,21620,253,18.165533714298057,139,Low,989.9588002971741
Visakhapatnam,Agriculture,2017,27796,179,11.368003410264834,66,High,176.34872610437407
Guntur,Energy,2019,39890,821,4.496365719061304,402,Low,1016.9151625534932
Vijayawada,Manufacturing,2017,14754,148,5.257888786847241,242,Low,735.7816754045339
Guntur,Energy,2020,7462,242,12.615995486017994,98,High,1016.5307090761636
Vijayawada,Manufacturing,2016,9119,271,1.0325410563740993,385,Medium,781.7981862627738
Guntur,Agriculture,2017,40176,921,11.779564885500076,310,Medium,572.4897925954557
Guntur,Agriculture,2021,1841,349,-0.219913957,382,Low,829.2325002895836
Kakinada,Manufacturing,2021,39398,592,10.390377734719715,404,Low,736.5110361895407
Vijayawada,Technology,2019,8413,189,7.834810053,114,Low,961.8077910004382
Kakinada,Agriculture,2017,8575,259,2.455593506705668,455,Medium,888.3599871823677
Guntur,Healthcare,2020,44869,480,16.713604187289068,325,Low,256.22530009898753
Guntur,Energy,2019,49020,585,0.2800622837262363,18,Medium,232.6383643597985
Vijayawada,Energy,2023,24149,938,4.9152585513850084,401,High,617.1051252119914
Kakinada,Agriculture,2020,17846,746,-6.647921445,302,High,275.40650601993576
Nellore,Agriculture,2017,49241,728,-0.16945603,445,Medium,181.76636010237098
Nellore,Technology,2014,2494,358,2.970547403,326,Low,493.63455970149226
Kakinada,Manufacturing,2018,20305,535,4.836768604084794,303,Low,1007.8767120318537
Guntur,Healthcare,2023,33872,768,-1.119830521,337,High,631.3997016024224
Nellore,Technology,2023,29991,,9.938609363,301,Low,840.3419591113108
Visakhapatnam,Agriculture,2014,5728,604,1.436674807572759,62,Low,914.6775158377395
Vijayawada,Technology,2014,41041,602,-2.137280352,220,Medium,519.1335722797949
Guntur,Manufacturing,2016,19033,322,17.580590624273402,198,Medium,398.60950181016034
Vijayawada,Energy,2022,17949,533,-1.686397372,398,High,611.0115020079163
Visakhapatnam,Energy,2018,12159,752,-3.94835382,373,Low,161.30837927645197
Vijayawada,Healthcare,2014,40884,997,6.456637059920208,364,High,898.3726714874044
Kakinada,Energy,2014,43331,,11.540287412709809,135,Low,733.5941045535993
Vijayawada,Energy,2022,30990,257,6.130303051646468,486,Medium,183.75487884273142
Vijayawada,Manufacturing,2017,15907,859,-0.484086226,212,High,753.8416993159826
Kakinada,Energy,2016,3801,209,9.084723265,19,Low,358.9870716236844
Vijayawada,Manufacturing,2022,45875,322,19.31222721298877,409,High,495.18537162582385
Visakhapatnam,Agriculture,2017,23169,808,-7.206174907,253,Low,269.7741067513719
Vijayawada,Healthcare,2023,7058,339,3.0280508264534785,268,High,927.2650923016773
Visakhapatnam,Agriculture,2016,35880,212,7.924971452077969,48,High,780.8009394784053
Vijayawada,Healthcare,2014,42864,213,7.2479027901123665,499,Low,220.43803294293934
Guntur,Healthcare,2016,45230,796,-2.333682064,18,Low,500.42389076815806
Visakhapatnam,Agriculture,2017,37274,752,-7.257220778,438,Medium,710.4256997456922
Guntur,Agriculture,2022,8190,,-1.038763822,357,Low,859.1593605910601
Nellore,Manufacturing,2015,24557,353,17.295961433619567,385,Low,196.05474386067706
Guntur,Energy,2020,25288,356,19.29556750654903,45,Low,1054.6922203233146
Guntur,Manufacturing,2015,21678,595,7.086496075747041,220,Low,935.1646516506949
Guntur,Agriculture,2023,17151,416,6.225904397963042,255,Medium,528.8997622955262
Vijayawada,Healthcare,2014,48954,557,1.60713053,177,Medium,181.9517170538381
Nellore,Technology,2016,17161,841,7.769574762886993,179,Low,833.3421237558796
Visakhapatnam,Healthcare,2016,23378,318,11.132648225440128,115,Low,999.4018213568996
Guntur,Healthcare,2016,4206,510,12.49559333,90,High,221.72752600133808
Vijayawada,Agriculture,2018,16238,58,-4.090889482,227,Low,493.6272841002326
Guntur,Technology,2020,25297,136,3.174418039,327,Low,463.31720853242405
Kakinada,Technology,2022,3140,698,4.854752169103323,428,High,683.8861701403412
Nellore,Technology,2021,28432,921,1.649298594105649,68,Medium,746.1900401
Nellore,Technology,2015,4086,173,18.042605638862838,289,Low,178.21370775523272
Kakinada,Agriculture,2018,46585,413,1.5737899909661959,349,High,558.4997526626904
Visakhapatnam,Healthcare,2019,38010,455,-4.230479206,245,Medium,258.75131961196325
Nellore,Healthcare,2016,43683,448,12.80903537604065,128,Medium,569.3844784846622
Nellore,Healthcare,2017,38486,707,19.97306271158332,380,Medium,469.20955337089407
Kakinada,Healthcare,2021,33853,237,14.048084543078701,431,Medium,137.29396036709653
Visakhapatnam,Manufacturing,2015,12998,,17.847565482023505,78,Low,692.5947787
Vijayawada,Healthcare,2016,36442,400,8.113500567599019,296,Low,359.4540022703961
Visakhapatnam,Energy,2023,43638,613,3.2079088188022133,47,High,547.9161202648144
Vijayawada,Manufacturing,2022,46306,918,6.2577867830784015,69,Medium,1024.4464826686597
Kakinada,Manufacturing,2023,8954,541,11.421832556483974,416,Low,449.7921141305783
Nellore,Agriculture,2017,6243,732,-1.434115209,495,High,781.5022766679554
Guntur,Energy,2021,21491,171,11.377923253483502,260,High,600.4562487634568
Vijayawada,Energy,2022,31919,942,4.2416494373546065,251,Low,504.9563376998804
Nellore,Healthcare,2019,48647,299,3.500231672697634,191,Medium,275.4656927013659
Visakhapatnam,Healthcare,2023,22817,218,2.346072968991632,423,Medium,540.1144390724018
Guntur,Healthcare,2018,36902,81,-4.501695822,220,High,658.3536263841743
Visakhapatnam,Agriculture,2018,38220,468,1.52757963,90,High,987.1490726684609
Guntur,Agriculture,2014,14067,186,14.125005236917975,238,High,233.27250974066743
Guntur,Energy,2016,22407,263,4.1634763602239016,92,Medium,530.9499428273889
Guntur,Manufacturing,2018,32943,168,19.710117303898656,127,Low,962.1129970705497
Guntur,Agriculture,2019,20359,628,2.8510272894633157,297,Low,653.9044513778297
Guntur,Healthcare,2017,7187,353,-1.963443448,180,High,825.0690446301531
Guntur,Technology,2018,4809,274,13.742854332169959,37,Low,348.6554208701457
Kakinada,Healthcare,2021,25927,62,9.945534464697543,181,Medium,286.16623136811245
Vijayawada,Energy,2023,11387,349,3.460843105773172,497,Low,784.0783424391484
Visakhapatnam,Technology,2019,13085,778,16.471939406468298,428,Low,809.1516885823233
Visakhapatnam,Agriculture,2022,,272,-8.500149843,54,High,348.87959242807784
Guntur,Healthcare,2020,11281,764,2.574773266608867,14,Medium,835.6712677568918
Kakinada,Energy,2022,38055,794,-0.086581565,56,High,901.3125423746442
Vijayawada,Agriculture,2022,12390,494,9.146995394594498,318,Low,617.1861572492968
Guntur,Energy,2016,29635,54,8.271494383180105,154,Medium,558.4666069669173
Nellore,Energy,2018,6318,647,-3.911060491,481,High,523.6954386223811
Nellore,Technology,2019,5177,407,16.89045049851731,71,High,674.7441335289654
Nellore,Agriculture,2018,23555,171,8.381197649215974,412,High,556.3318479801593
Kakinada,Energy,2016,9882,958,14.691879517869523,409,Medium,402.7482058
Nellore,Healthcare,2015,,718,6.099715674219377,339,High,985.7959585408951
Kakinada,Manufacturing,2015,28321,666,-1.282914626,451,High,744.4557886
Kakinada,Manufacturing,2023,6238,836,14.05087872,128,Low,1097.4653461221951
Nellore,Energy,2018,7610,84,15.684222784154706,99,High,852.1747471
Guntur,Agriculture,2023,24350,,-4.366600423,44,Low,291.2327394067259
Kakinada,Agriculture,2021,26143,148,-5.134317724,117,Low,97.40120977
Visakhapatnam,Technology,2023,26169,848,11.828028452443839,152,Medium,990.3016812767238
Visakhapatnam,Manufacturing,2016,46642,527,14.778624138551798,453,High,625.8833492
Kakinada,Agriculture,2021,3516,144,-2.607230744,53,High,479.2455877280586
Nellore,Healthcare,2014,38691,532,16.72689537669256,469,Low,538.9870834040045
Guntur,Technology,2018,33425,532,0.17220763643420867,356,Medium,492.9161446
Nellore,Agriculture,2019,10251,806,-4.993284846,197,High,392.75412414495224
Nellore,Agriculture,2021,27618,224,14.136656399539426,65,Medium,471.6661103349683
Guntur,Energy,2014,24077,546,1.0015569246854055,49,High,503.4685008087823
Vijayawada,Energy,2014,12801,527,2.307369146545395,442,High,822.1598354022942
Nellore,Healthcare,2020,42184,920,3.7010267612198344,197,Low,776.0494462032225
Nellore,Healthcare,2022,25944,524,14.708184890529434,324,Medium,673.0708888263742
Visakhapatnam,Manufacturing,2019,33821,679,5.943098969683948,238,High,970.353642
Vijayawada,Healthcare,2017,14711,233,15.972870847132462,99,Medium,519.2167890738186
Kakinada,Technology,2021,36159,244,0.337869533,414,Low,919.8244016610762
Vijayawada,Healthcare,2014,45810,951,17.473486197936207,341,Low,358.1728537423734
Guntur,Manufacturing,2018,28057,151,4.446649789043052,80,Low,443.7144412
Vijayawada,Agriculture,2021,47550,377,3.398921549670332,312,Low,826.8139342422571
Kakinada,Healthcare,2016,11097,969,1.3771607779823327,397,Medium,950.3446879386488
Guntur,Healthcare,2019,,205,-2.169633085,45,Low,134.55225217625713
Vijayawada,Technology,2017,35215,564,-0.937846028,274,High,609.7105484033148
Guntur,Agriculture,2018,2137,620,-7.891682128,386,High,253.07157080477793
Nellore,Agriculture,2019,5636,276,-8.541668193,222,Medium,774.4249957876514
Visakhapatnam,Manufacturing,2021,37499,599,11.276974393731315,470,High,401.5490766184506
Visakhapatnam,Agriculture,2017,30327,603,8.033210577242535,61,Low,455.44025978077246
Visakhapatnam,Healthcare,2015,7749,,16.165801332326694,212,High,589.2704501374963
Guntur,Technology,2019,29102,231,-4.994965047,87,High,724.4616307422564
Vijayawada,Healthcare,2018,24242,506,1.0077837779808272,151,Medium,768.0993859
Vijayawada,Agriculture,2014,13043,487,1.3600614734675371,183,High,371.6234993757869
Visakhapatnam,Agriculture,2019,38959,423,3.9700208588499066,348,Medium,581.7931882329351
Nellore,Agriculture,2021,19503,140,-8.192074629,323,Low,470.5310955200773
Guntur,Agriculture,2020,48883,72,-3.160710661,499,High,530.7242883
Vijayawada,Agriculture,2019,18034,486,7.818818879842393,323,High,296.9994598
Nellore,Energy,2016,14559,946,3.303872911,420,Medium,756.2546377410551
Nellore,Manufacturing,2018,46741,550,18.827057805559583,132,Medium,229.5488179305777
Visakhapatnam,Manufacturing,2022,32960,675,18.991564034561176,52,High,979.1930572
Visakhapatnam,Manufacturing,2016,2415,280,-3.055873254,68,Low,261.4435548900444
Visakhapatnam,Technology,2014,27567,849,-2.715956567,224,Low,957.9415287
Guntur,Energy,2021,,,19.54122190720667,377,High,1097.2821713298345
Guntur,Healthcare,2021,15456,539,13.126437506807349,121,Medium,514.7514981616916
Vijayawada,Technology,2019,48829,941,14.374766237372704,278,High,1000.2665502936771
Visakhapatnam,Healthcare,2019,2981,711,3.5981924138019465,291,High,910.5831480621318
Nellore,Energy,2015,31341,491,2.9937100306641025,277,High,239.69911625056073
Guntur,Healthcare,2020,5843,,3.7180587200071376,250,Low,393.2502145040139
Vijayawada,Healthcare,2017,32631,940,7.608558247706753,326,High,1046.5204475284436
Visakhapatnam,Healthcare,2020,8788,883,19.693238882661028,32,Low,311.8912993338969
Visakhapatnam,Energy,2017,28274,263,13.747935551792988,404,High,792.1570705012156
Kakinada,Agriculture,2021,37493,91,0.3500170721181224,267,Low,100.3185155356275
Vijayawada,Healthcare,2023,42582,703,2.626790936983727,25,Low,683.4663402869955
Nellore,Energy,2018,36103,161,8.255892318,100,Medium,925.2919866322171
Vijayawada,Agriculture,2022,30437,,10.405353863275334,86,Medium,663.7388536499225
Kakinada,Technology,2018,39909,58,-1.18892789,179,Low,196.3104218239146
Kakinada,Technology,2020,21011,549,-0.103169801,135,High,453.4335977925079
Kakinada,Healthcare,2023,21420,966,-3.867561521,398,Low,890.6393557103888
Guntur,Energy,2019,5655,607,4.449068005482664,196,Medium,758.0058427932797
Vijayawada,Healthcare,2021,33004,97,16.71347071425744,291,Medium,843.2120665928297
Visakhapatnam,Healthcare,2023,12319,436,9.742117201712096,207,High,179.47563099946473
Visakhapatnam,Technology,2018,21688,250,15.694054091290841,62,Medium,734.2351352282271
Vijayawada,Manufacturing,2015,5674,952,6.260877834751378,39,Low,281.6035569868331
Nellore,Manufacturing,2014,30097,364,9.213207942200857,424,High,289.5360769096111
Kakinada,Technology,2021,11383,,1.2228428866816508,496,High,977.8696458560719
Visakhapatnam,Agriculture,2022,17642,378,3.3488682599481105,384,High,353.65872202260385
Vijayawada,Manufacturing,2020,20495,171,14.019397833463746,305,Medium,915.9731703
Guntur,Healthcare,2014,,482,-1.033620751,396,Medium,735.0179479805528
Kakinada,Manufacturing,2018,37074,495,6.814950971054023,209,Low,658.7340073067174
Visakhapatnam,Technology,2023,49809,643,4.111496198491087,146,Low,240.4369205562977
Nellore,Technology,2023,49390,987,8.240121351649028,130,High,698.3299977407759
Nellore,Technology,2018,23148,906,16.89464452399261,183,High,852.0654794
Guntur,Manufacturing,2018,21494,371,14.750225400711138,408,High,490.7233362366383
Vijayawada,Manufacturing,2014,48417,854,9.008340618411061,465,Medium,911.9312288812305
Visakhapatnam,Healthcare,2016,48964,,3.4832187542144784,96,High,948.3331337818614
Nellore,Healthcare,2015,,816,38.37614208779856,73,High,253.28732985910906
Guntur,Technology,2014,6686,465,18.540772987500556,389,High,535.2145943918775
Visakhapatnam,Manufacturing,2015,43042,201,12.499309246838134,234,Medium,687.1236115861446
Kakinada,Healthcare,2023,22478,384,3.8823164201381033,267,High,234.90809505333033
Guntur,Technology,2014,41053,54,19.660552789522264,336,Low,251.61669850634203
Guntur,Agriculture,2021,22803,996,8.971198088013676,207,Low,964.3531329566163
Nellore,Healthcare,2015,41830,265,3.911954128695813,255,Low,684.3666784410439
Guntur,Healthcare,2023,17757,835,11.048980299290783,160,Low,331.2589855
Guntur,Energy,2015,,957,17.41945292173086,284,High,643.7041644609643
Guntur,Healthcare,2020,4678,633,5.600152572560031,496,Medium,741.4489658
Nellore,Energy,2022,35010,921,16.972561341146758,111,High,796.3172899519616
Visakhapatnam,Healthcare,2019,28618,346,8.288419923849748,402,High,217.67793293652014
Guntur,Energy,2023,27374,643,15.374183450496155,386,Medium,798.8559995866902
Vijayawada,Energy,2016,17970,631,13.278488966192988,182,High,379.78726537667774
Nellore,Energy,2014,39521,,16.815449254915325,282,Low,720.3346703
Guntur,Agriculture,2014,18144,353,10.234666625975755,332,Low,580.1283731896945
Visakhapatnam,Energy,2022,36078,719,-1.985774576,265,Medium,792.7222808
Kakinada,Healthcare,2018,32109,75,4.190399161283317,151,Medium,846.1427993709625
Nellore,Technology,2023,44636,619,12.17274946708033,464,High,296.3493192012272
Visakhapatnam,Manufacturing,2022,4911,198,16.28115309,332,Low,912.2366831135408
Vijayawada,Manufacturing,2022,,492,11.199107622635228,310,Medium,580.0996095033653
Visakhapatnam,Healthcare,2019,3414,834,15.950735309008142,449,High,736.0291324771279
Nellore,Manufacturing,2014,24391,434,16.008240316582953,81,Low,1002.475763
Vijayawada,Energy,2018,3469,,4.805122770588341,247,Medium,204.0517823723532
Vijayawada,Healthcare,2022,33209,503,-1.863547761,386,Medium,527.6263547597785
Visakhapatnam,Energy,2017,2545,189,-1.793794859,264,High,865.6097277167294
Vijayawada,Healthcare,2017,42579,280,13.720666003218277,83,High,217.41786480901118
Guntur,Agriculture,2014,8199,170,-5.520241761,394,Low,565.6155890059395
Visakhapatnam,Healthcare,2019,48156,616,3.814053556062129,28,Low,978.4945699053427
Guntur,Healthcare,2020,23585,777,15.808479502217008,454,Medium,972.8318857322262
Nellore,Healthcare,2022,43685,178,6.644639329499315,29,High,862.8274580065088
Vijayawada,Energy,2018,47706,472,19.588007693068363,134,Medium,649.4553963112827
Nellore,Agriculture,2022,27634,671,-3.521997393,42,Low,564.3673974915312
Visakhapatnam,Manufacturing,2021,9507,164,1.822971185108348,463,High,725.9896727435777
Vijayawada,Manufacturing,2014,23904,53,5.779087328370043,337,Low,491.06291628403613
Nellore,Healthcare,2014,41645,547,-1.513383635,273,Medium,459.7217915
Visakhapatnam,Manufacturing,2014,14107,426,1.7376168447448341,471,Low,816.4022478
Vijayawada,Manufacturing,2017,25866,667,-2.342628488,424,High,789.3746679883152
Kakinada,Technology,2016,12322,459,0.43732957050286103,376,Medium,397.00734272860814
Guntur,Agriculture,2023,42341,274,-4.276564464,398,Medium,111.28221336992483
Kakinada,Agriculture,2022,7630,682,10.547560976532179,309,Medium,643.9343658599495
Guntur,Energy,2021,25079,729,1.0426906811004741,335,Medium,803.6012150652225
Vijayawada,Technology,2014,39977,477,6.1371448063447644,18,High,233.27418072626452
Vijayawada,Agriculture,2023,1544,558,-8.202802715,412,High,634.2283608510146
Kakinada,Technology,2019,49431,365,16.836881338181858,216,Low,840.4546168843638
Visakhapatnam,Technology,2017,15484,817,1.662745931099959,287,High,521.5846342570867
Vijayawada,Manufacturing,2019,2251,,14.950420881264407,82,High,327.6567626785038
Kakinada,Healthcare,2018,21234,993,18.03439973820363,357,Low,373.0815894
Vijayawada,Energy,2023,28773,208,5.993085072935605,98,Low,270.46561695170607
Guntur,Healthcare,2020,22083,987,-0.705860247,406,Low,552.0331593609944
Visakhapatnam,Manufacturing,2017,2650,229,7.2808642207971275,318,Low,818.6731790656254
Nellore,Energy,2014,43420,698,16.19044463072182,371,Medium,545.0093035224384
Kakinada,Energy,2021,46252,169,10.932141170360998,235,High,527.4753185779101
Guntur,Manufacturing,2017,13507,342,5.248239011465179,202,Medium,318.9489774192109
Nellore,Healthcare,2014,34520,164,17.712604494261743,406,Medium,899.0486713705892
Guntur,Manufacturing,2018,20865,91,5.465846401199478,198,Low,707.9739202250915
Kakinada,Technology,2016,,784,1.6448128888526634,144,Medium,718.8953330486049
Kakinada,Energy,2022,30989,489,1.3063012726800514,13,High,421.38781322340543
Guntur,Manufacturing,2022,33626,574,1.9434287138564281,30,Low,413.1552808175359
Nellore,Manufacturing,2020,46279,141,13.542434409491953,293,Medium,747.0948325173837
Vijayawada,Technology,2022,33135,63,-0.170402182,425,Low,160.8926466255451
Guntur,Healthcare,2020,28957,632,0.16084986824660596,337,Low,891.0165711673186
Guntur,Manufacturing,2018,43673,569,1.8607280693234545,435,High,769.5875427144505
Visakhapatnam,Manufacturing,2022,45687,296,11.125616040243504,245,Medium,451.9318234791208
Vijayawada,Energy,2019,2746,545,6.660432746803931,334,Medium,905.2993584700814
Visakhapatnam,Healthcare,2020,23354,524,7.598965942,432,Medium,175.81858153669288
Kakinada,Technology,2016,40217,181,11.642906233499183,424,High,710.0736602826336
Guntur,Energy,2019,44560,835,-3.85069032,499,High,253.8467358281001
Guntur,Healthcare,2019,24704,478,0.49219063573704336,75,High,637.3526712388231
Kakinada,Healthcare,2020,7492,298,13.128978782495743,438,Medium,845.1243567718373
Nellore,Manufacturing,2022,10640,626,12.974468679422493,487,High,976.2201739331848
Nellore,Healthcare,2022,32826,,18.191903979653432,144,Medium,318.8258470245366
Vijayawada,Healthcare,2017,48761,,6.632679910467033,469,High,809.4286014997231
Kakinada,Manufacturing,2022,3896,172,17.74677185201118,136,Low,736.5244475854593
Kakinada,Manufacturing,2017,18081,524,7.367128720414547,26,Medium,526.6037544949722
Visakhapatnam,Healthcare,2022,17691,452,10.958839603815688,485,Medium,254.5339550092469
Vijayawada,Energy,2020,49347,305,6.296976418,315,Medium,696.2057780736548
Vijayawada,Energy,2017,42329,151,12.276113623406204,498,Medium,716.5369315713434
Visakhapatnam,Healthcare,2016,36537,,10.604061397696883,437,Low,1002.5679206789717
Nellore,Technology,2019,26131,274,4.418983583153755,162,Low,513.1080150178412
Visakhapatnam,Agriculture,2020,25587,101,13.68093688090832,311,High,633.8177462497174
Guntur,Manufacturing,2017,42120,810,-0.264863005,408,Low,576.8546096609388
Visakhapatnam,Technology,2017,22295,569,11.016329145502812,127,Medium,404.6829128
Nellore,Manufacturing,2019,45693,166,2.0626475318611215,434,Medium,764.4239949028895
Kakinada,Manufacturing,2023,22119,149,18.65224626985229,371,Low,454.7918469420799
Visakhapatnam,Agriculture,2017,29334,617,-4.507238432,437,High,190.19033887379672
Kakinada,Manufacturing,2018,15725,225,12.375863288683238,172,Medium,393.84569239953726
Nellore,Technology,2022,11906,634,0.5851156159056616,146,Medium,658.7096330048419
Nellore,Agriculture,2023,9791,617,6.064329806568566,109,High,277.41691490652806
Kakinada,Agriculture,2018,45222,760,5.9161131472385815,58,High,1022.9624599190132
Guntur,Energy,2021,23752,711,18.44127462979184,469,Low,244.1174626
Guntur,Energy,2021,10781,488,6.656423183,465,Low,402.48334513091976
Guntur,Healthcare,2020,13571,883,11.11813965852238,239,High,582.1731731847526
Vijayawada,Manufacturing,2014,1707,340,16.72022679078624,288,High,552.8487710886732
